node1,node2,signYear,EIFYear,endYearEstimated,type,category
166,164,2007,2007,2010,general,DCA
166,157,2010,,2010,general,DCA
166,120,1983,,1989,general,DCA
166,120,1983,,1989,sector,PROCUREMENT
166,120,1989,1990,2010,general,DCA
166,2,1989,,1995,general,DIC
166,2,2003,,2010,general,DCA
166,182,1987,1989,2010,general,DCA
166,100,2007,,2010,general,DCA
166,183,1999,,2004,general,DIC
166,88,2002,,2008,sector,COMMISSION
166,88,2002,,2007,general,DCA
166,84,1997,,2003,general,DIC
166,84,2004,,2010,sector,RESEARCH
166,84,2010,,2010,general,DCA
166,154,2008,,2010,general,DCA
166,188,2008,,2010,sector,RESEARCH
166,35,1989,,1995,general,DIC
166,145,1992,,1998,general,DIC
166,145,1993,,1999,sector,PROCUREMENT
166,145,2006,,2010,general,DCA
166,177,1994,,2000,sector,COMMISSION
166,195,2010,,2010,general,DIC
166,107,1997,,2003,sector,PROCUREMENT
166,107,2004,,2010,general,DCA
166,141,1998,,2004,sector,COMMISSION
166,80,2005,,2010,general,DIC
166,8,2008,,2010,general,DIC
143,142,1995,2001,2010,sector,COMMISSION
143,77,1996,1999,2010,general,DCA
143,46,1996,1998,2010,general,DCA
143,160,1999,2003,2010,general,DCA
143,206,2005,,2010,general,DIC
143,206,2009,2011,2010,general,DCA
143,161,1998,2003,2010,general,DCA
143,25,1995,,2001,general,DCA
143,25,1995,,2001,sector,COMMISSION
143,146,1995,2002,2010,general,DCA
143,147,2000,2003,2010,general,DCA
143,102,2002,,2008,general,DCA
143,187,2008,2010,2010,general,DCA
143,31,1984,,1990,sector,TREX
143,31,1988,1991,2010,sector,PROCUREMENT
143,153,1988,,2010,sector,PROCUREMENT
143,71,1989,1992,2010,sector,PROCUREMENT
143,112,2010,,2010,general,DCA
143,4,1996,2010,2010,general,DCA
143,4,2003,,2009,sector,TREX
143,121,1982,,1988,sector,TREX
143,121,1988,,2010,sector,PROCUREMENT
143,121,2010,,2010,sector,TREX
143,120,1993,1995,2010,general,DCA
143,2,2005,2008,2010,general,DCA
143,178,2004,2002,2010,sector,PROCUREMENT
65,142,1993,,2010,general,DCA
65,207,1992,,1998,general,DCA
65,46,1993,1993,2010,general,DCA
65,46,1996,1996,2010,sector,TREX
65,46,1997,1997,2010,general,DIC
65,160,1994,1994,2010,general,DCA
65,160,1994,,2000,sector,TREX
65,160,2008,,2010,sector,TREX
65,119,2007,,2010,general,DCA
65,104,1997,,2003,sector,TREX
65,43,2007,,2010,sector,RESEARCH
65,206,2006,2010,2010,general,DCA
65,161,1996,2003,2010,general,DCA
65,161,1997,2003,2010,general,DIC
65,161,1998,,2004,sector,TREX
65,25,1994,,2000,general,DCA
65,25,1999,,2005,general,DIC
65,25,2008,,2010,sector,TREX
65,116,2003,,2009,general,DCA
65,147,1996,1996,2010,general,DIC
65,57,1994,,2000,general,DCA
65,96,1994,,2000,general,DCA
65,102,1994,,2010,general,DCA
65,102,2004,,2010,general,DCA
65,102,2010,2010,2010,general,DCA
65,187,1993,1993,2010,general,DCA
65,187,1997,1998,2005,general,DIC
65,7,2007,2008,2010,general,DCA
65,10,2006,,2010,general,DCA
65,60,2003,,2009,general,DIC
65,171,1994,1994,2007,general,DIC
65,171,2009,2009,2010,general,DIC
65,164,1996,,2010,general,DCA
65,164,1999,1999,2010,general,DIC
65,182,2003,2003,2010,general,DCA
65,183,2009,2009,2010,general,DIC
65,88,2009,2009,2010,general,DCA
65,188,1997,,2003,sector,PROCUREMENT
65,89,2001,2001,2010,general,DCA
65,118,2008,2008,2010,general,DCA
65,79,2001,,2007,sector,COMMISSION
65,79,2006,,2010,general,DCA
142,207,1991,,1997,general,DCA
142,46,1996,1996,2010,general,DCA
142,46,1997,1997,2010,sector,TREX
142,46,1997,1997,2010,sector,RESEARCH
142,160,1993,,1999,general,DCA
142,160,2000,,2006,sector,TREX
142,1,1996,1996,2010,general,DCA
142,1,2003,2004,2010,general,DCA
142,104,1996,,2010,general,DCA
142,104,2010,2011,2010,general,DCA
142,161,1998,2000,2010,general,DCA
142,67,1992,1992,2010,general,DCA
142,67,2004,,2010,general,DIC
142,25,1994,,2000,general,DCA
142,116,1998,2004,2010,general,DCA
142,147,2003,2004,2010,general,DIC
142,57,1995,,2001,general,DCA
142,96,1992,1992,2010,general,DCA
142,96,2002,,2008,general,DCA
142,102,1993,,2001,general,DCA
142,102,1998,,2004,general,DCA
142,102,2001,2001,2010,general,DCA
142,102,2010,2011,2010,general,DCA
142,187,1993,1993,2010,general,DCA
142,187,1996,1996,2010,sector,TREX
142,187,1996,1999,2010,general,DIC
142,187,1996,1996,2010,sector,RESEARCH
142,15,1993,,1999,general,DCA
142,15,1994,,2000,general,DCA
142,7,2004,2005,2010,general,DCA
142,64,1996,1996,2010,general,DCA
142,10,2005,2010,2010,general,DCA
142,60,1997,,2005,general,DIC
142,60,2005,2005,2010,general,DIC
142,171,1994,1994,2010,general,DIC
142,132,1996,,2002,general,DCA
142,132,2010,,2010,general,DIC
142,47,1993,,1999,general,DCA
142,164,1999,2000,2010,general,DIC
142,183,1994,2000,2010,general,DIC
142,183,1997,1997,2010,general,DCA
142,183,1998,1998,2010,sector,TREX
142,82,2004,,2010,sector,PROCUREMENT
142,84,1994,,2000,general,DIC
142,84,2004,,2010,general,DIC
142,175,2003,,2009,general,DIC
142,192,2002,,2008,general,DCA
142,89,2007,2013,2010,general,DIC
142,35,2009,2009,2010,general,DCA
142,79,2003,2004,2010,general,DCA
142,195,2010,2010,2010,general,DCA
142,80,2004,,2010,general,DIC
142,80,2006,,2010,general,DCA
9,207,1992,1992,2010,general,DCA
9,46,1992,1992,2010,general,DCA
9,160,1993,,1999,general,DCA
9,1,1993,,1999,general,DCA
9,206,2006,2009,2010,general,DCA
9,161,1993,1993,2010,general,DCA
9,25,1993,,1999,general,DCA
9,146,1995,,2001,general,DCA
9,96,1998,,2004,general,DCA
9,187,1995,1995,2010,general,DCA
9,7,1994,,2000,general,DCA
9,60,1994,,2000,general,DIC
9,171,2006,2006,2010,general,DCA
9,81,2002,,2008,sector,PROCUREMENT
77,207,1991,1991,2010,general,DCA
77,46,1991,1991,2010,general,DCA
77,46,1999,2000,2010,sector,TREX
77,160,1993,,1999,general,DCA
77,160,1998,1999,2010,general,DCA
77,160,2009,2010,2010,general,DCA
77,1,1993,,1999,general,DCA
77,1,1995,,2001,general,DCA
77,104,2009,,2010,sector,TREX
77,43,1996,,2001,general,DCA
77,206,2010,2011,2010,general,DCA
77,161,1992,,1998,general,DCA
77,161,1998,2000,2010,general,DCA
77,161,2006,,2010,sector,TREX
77,67,2003,,2009,general,DIC
77,25,1991,,1997,general,DCA
77,25,2003,,2009,general,DCA
77,116,1997,,2003,general,DCA
77,146,1990,,2004,general,DCA
77,146,1996,1997,2010,general,DCA
77,146,2003,2004,2010,general,DCA
77,147,2002,2003,2010,general,DIC
77,96,1999,,2005,general,DCA
77,102,1997,,2003,general,DCA
77,187,1992,1992,2010,general,DCA
77,187,1993,1993,1999,sector,TREX
77,187,1995,1995,2001,general,DCA
77,187,1998,,2010,general,DCA
77,187,2003,2003,2010,general,DCA
77,187,2006,2006,2010,general,DIC
77,15,1995,,2001,general,DCA
77,7,2010,2011,2010,general,DCA
77,60,2005,,2010,general,DIC
77,171,1995,1995,2005,general,DIC
77,171,2004,2005,2010,general,DCA
77,183,1995,,2001,general,DIC
77,183,1997,1998,2010,sector,TREX
77,192,2009,,2010,sector,PROCUREMENT
77,35,2007,,2010,sector,TREX
77,79,2003,2004,2010,general,DCA
46,160,1994,1994,2010,general,DCA
46,160,1998,1998,2010,general,DIC
46,160,1999,,2005,general,DCA
46,160,2001,,2007,sector,TREX
46,160,2004,2004,2010,sector,TREX
46,85,1996,1999,2010,general,DCA
46,1,1999,1999,2010,general,DCA
46,104,2000,2000,2010,general,DCA
46,43,1998,1998,2010,general,DCA
46,206,2005,2005,2010,general,DCA
46,161,1993,1994,2010,general,DCA
46,67,2001,2011,2010,sector,TREX
46,25,1995,1995,2010,general,DCA
46,146,1995,1995,2001,general,DCA
46,147,2001,2002,2010,general,DIC
46,147,2002,2002,2010,general,DCA
46,57,1996,1996,2010,general,DCA
46,96,1993,,1999,general,DCA
46,96,1999,1999,2010,sector,RESEARCH
46,96,2000,2000,2010,general,DIC
46,96,2009,2009,2010,general,DCA
46,102,1993,1993,2010,general,DCA
46,187,1996,1996,2010,general,DCA
46,187,2002,2002,2010,sector,TREX
46,187,2006,2007,2010,general,DIC
46,15,1993,,2006,general,DCA
46,7,2010,2010,2010,general,DCA
46,64,1999,2001,2010,general,DCA
46,10,2009,2010,2010,general,DCA
46,60,1996,,2002,general,DIC
46,171,2002,2002,2010,general,DIC
46,132,1995,1995,2010,general,DCA
46,164,1999,1999,2010,general,DCA
46,182,2000,2000,2010,general,DCA
46,183,1997,1997,2010,general,DCA
46,183,1999,2002,2010,general,DIC
46,183,2004,2004,2010,sector,TREX
46,53,1998,1998,2010,general,DCA
46,88,2009,2012,2010,general,DCA
46,84,2009,,2010,sector,RESEARCH
46,79,2003,2003,2010,general,DIC
46,195,2009,2009,2010,sector,TREX
46,141,2004,2004,2010,general,DCA
46,80,2006,2013,2010,general,DCA
160,85,1997,,2003,general,DCA
160,1,2008,2009,2010,general,DCA
160,119,2010,,2010,general,DCA
160,104,2000,,2006,general,DCA
160,43,1997,,2003,general,DCA
160,206,2005,,2010,general,DCA
160,161,1997,1999,2010,general,DCA
160,67,1998,,2004,general,DCA
160,67,1999,1999,2010,sector,TREX
160,25,1995,,2001,general,DCA
160,116,2005,2006,2010,general,DCA
160,146,1993,1993,2010,general,DCA
160,147,1993,,1999,sector,PROCUREMENT
160,147,1995,,2001,general,DCA
160,147,1997,1998,2010,general,DIC
160,57,2001,,2007,general,DCA
160,96,2000,,2006,general,DCA
160,102,2002,2002,2010,general,DCA
160,187,1993,1993,2010,general,DCA
160,187,1996,,2002,general,DIC
160,187,2000,,2006,sector,TREX
160,187,2000,2001,2010,general,DIC
160,187,2002,,2008,sector,COMMISSION
160,7,2010,,2010,general,DCA
160,60,2002,,2008,general,DCA
160,132,1997,,2003,general,DCA
160,47,1999,,2005,general,DCA
160,164,1997,1997,2010,general,DCA
160,183,1997,1997,2010,general,DCA
160,183,1997,,2003,general,DIC
160,183,1997,1997,2010,sector,TREX
160,188,1999,1999,2010,general,DCA
160,192,1996,,2002,general,DCA
160,89,1997,1997,2010,general,DCA
160,89,2008,2008,2010,general,DCA
160,35,2000,2000,2010,general,DCA
160,79,1995,,2001,general,DCA
85,110,2004,2009,2010,general,DCA
85,1,1995,1999,2010,general,DCA
85,1,2000,,2006,general,DCA
85,104,1997,2007,2010,general,DCA
85,43,2000,2003,2010,general,DCA
85,206,2003,2006,2010,general,DCA
85,161,1996,1999,2010,general,DCA
85,67,1984,1984,2010,sector,PROCUREMENT
85,25,1995,2003,2010,general,DCA
85,116,2006,2010,2010,general,DCA
85,147,1996,2000,2010,general,DCA
85,147,1996,,2002,general,DIC
85,57,1998,2001,2010,general,DCA
85,96,1998,2003,2010,sector,TREX
85,102,1999,2008,2010,general,DCA
85,187,1998,2001,2010,general,DCA
85,187,2007,2008,2010,general,DIC
85,64,1997,2004,2010,general,DCA
85,64,1999,,2005,sector,TREX
85,60,1998,2005,2010,general,DIC
85,171,1997,2003,2010,general,DIC
85,48,2002,2004,2010,general,DCA
85,164,1997,2001,2010,general,DIC
85,2,2003,2005,2010,general,DCA
85,182,1985,,1991,sector,TREX
85,182,1991,1999,2010,general,DCA
85,53,1998,,2004,general,DCA
85,97,2004,2006,2010,general,DCA
85,88,2002,2004,2010,general,DCA
85,154,1993,,2009,general,DCA
85,154,1993,,1999,general,DIC
85,154,2007,2009,2010,general,DCA
85,93,1993,,1999,general,DCA
85,188,2003,2010,2010,general,DCA
85,133,2004,2006,2010,general,DCA
85,192,1999,2004,2010,general,DCA
85,35,1985,,1991,sector,TREX
85,145,1984,,1998,general,DIC
85,145,1993,1998,2010,general,DIC
85,79,1985,,1991,sector,RESEARCH
85,79,1994,2003,2010,general,DIC
85,79,2003,2009,2010,general,DCA
85,134,2009,2013,2010,general,DCA
85,195,2000,2000,2010,general,DCA
85,107,1993,1998,2010,general,DCA
85,141,2004,2004,2010,general,DCA
85,80,1997,,2007,general,DIC
110,100,1984,,1990,sector,TREX
110,100,1984,,1989,general,DCA
1,119,2008,,2010,general,DCA
1,104,1998,,2003,general,DCA
1,104,2002,,2008,general,DCA
1,104,2006,,2010,sector,TREX
1,43,1994,1994,2010,general,DCA
1,43,2003,,2009,general,DCA
1,161,1994,1994,2010,general,DCA
1,67,1992,,1998,general,DCA
1,67,1995,,2001,general,DCA
1,67,1997,,2003,sector,TREX
1,67,1997,,2003,sector,PROCUREMENT
1,67,1998,,2004,sector,TREX
1,67,2003,,2009,general,DCA
1,25,1993,1993,2010,general,DCA
1,25,1993,,1999,general,DIC
1,25,2005,,2010,general,DCA
1,146,1992,1992,2004,general,DCA
1,146,2003,2004,2010,general,DCA
1,146,2007,,2010,sector,TREX
1,96,2005,,2010,general,DCA
1,102,2004,,2010,general,DCA
1,187,1997,2003,2010,general,DCA
1,183,1992,,1998,sector,RESEARCH
1,183,1992,1993,2010,general,DIC
1,183,1992,,1998,sector,TREX
1,183,2001,,2007,general,DCA
1,188,2008,,2010,general,DCA
1,35,2005,,2010,general,DCA
1,107,1994,,2000,general,DCA
119,104,2007,2007,2010,general,DCA
119,43,2007,,2010,general,DCA
119,206,2007,2011,2010,general,DCA
119,21,2007,,2010,general,DCA
119,21,2010,2011,2010,general,DCA
119,161,2007,,2010,general,DCA
119,67,2007,,2010,general,DCA
119,25,2009,2009,2010,general,DCA
119,146,2008,,2010,general,DCA
119,57,2009,,2010,general,DCA
119,96,2008,,2010,general,DCA
104,43,2000,,2006,general,DCA
104,43,2010,,2010,general,DCA
104,206,2001,2001,2010,general,DCA
104,206,2004,,2010,sector,COMMISSION
104,206,2009,2010,2010,general,DCA
104,21,2006,,2010,general,DCA
104,161,1994,1995,2010,general,DCA
104,67,1999,,2005,sector,COMMISSION
104,67,2000,,2006,general,DCA
104,67,2002,,2008,sector,TREX
104,25,1999,,2005,general,DCA
104,25,2000,,2006,sector,TREX
104,25,2001,,2007,sector,PROCUREMENT
104,147,2003,2005,2010,general,DIC
104,102,2008,,2010,general,DCA
104,102,2010,,2010,general,DCA
104,187,2000,2002,2010,general,DIC
104,183,1995,,2001,sector,COMMISSION
43,206,2010,2011,2010,general,DCA
43,21,2006,,2010,general,DCA
43,161,2003,2004,2010,general,DCA
43,67,2000,,2006,general,DCA
43,67,2002,,2008,sector,TREX
43,25,1996,,2002,general,DCA
43,25,2007,,2010,sector,TREX
43,146,1997,,2003,general,DCA
43,147,1998,2003,2010,sector,PROCUREMENT
43,96,2004,,2010,general,DCA
43,187,1996,1996,2002,general,DCA
43,187,1996,1996,2010,general,DCA
43,187,2002,2008,2010,general,DIC
43,171,2007,2007,2010,general,DCA
43,47,2003,,2009,general,DCA
43,183,1996,2004,2010,general,DCA
43,183,1996,2004,2010,sector,TREX
43,183,2001,2002,2010,general,DIC
43,84,1997,,2003,sector,RESEARCH
43,84,1999,,2005,general,DIC
43,35,1998,,2004,general,DIC
206,21,2005,2006,2010,general,DCA
206,21,2006,,2010,sector,TREX
206,161,2009,2009,2010,general,DCA
206,67,2001,,2007,sector,TREX
206,67,2006,2012,2010,general,DCA
206,45,2009,,2010,general,DCA
206,45,2010,2011,2010,general,DCA
206,25,1996,,2002,general,DCA
206,25,2007,2009,2010,general,DCA
206,146,1997,2005,2010,general,DCA
206,187,2003,2004,2010,general,DIC
206,132,2006,2010,2010,general,DCA
206,123,2010,2013,2010,general,DCA
206,183,2004,2008,2010,general,DCA
206,183,2004,2005,2010,general,DIC
206,183,2010,2010,2010,sector,TREX
206,82,2000,,2006,sector,PROCUREMENT
206,53,2010,,2010,general,DCA
206,35,2008,,2010,general,DCA
21,161,2006,2007,2010,general,DCA
21,67,2001,,2007,general,DCA
21,67,2008,2008,2010,general,DCA
21,25,2007,,2010,general,DCA
21,146,1998,,2004,general,DCA
21,146,2006,,2010,general,DCA
21,96,2007,,2010,general,DCA
21,187,2007,,2010,general,DCA
21,183,1995,1997,2010,general,DCA
21,183,1996,1996,2010,sector,TREX
21,183,2002,,2008,sector,TREX
21,183,2006,2007,2010,general,DCA
21,183,2009,,2010,general,DIC
21,35,2005,,2010,general,DCA
21,134,1996,,2002,sector,TREX
21,134,2007,2007,2010,general,DIC
21,107,2004,,2010,sector,PROCUREMENT
161,67,1999,1999,2010,general,DCA
161,67,2000,2005,2010,general,DIC
161,25,1999,2000,2010,general,DCA
161,146,2006,2006,2010,general,DCA
161,147,2006,2006,2010,general,DCA
161,57,1999,2000,2010,general,DCA
161,96,2002,2002,2010,general,DCA
161,102,2005,2005,2010,general,DCA
161,187,2007,2007,2010,general,DCA
161,132,2002,2002,2010,general,DCA
161,47,1998,,2004,general,DCA
161,183,2001,2001,2010,general,DCA
161,84,1998,2000,2010,general,DCA
161,35,2007,2008,2010,general,DCA
67,45,2009,2009,2010,general,DCA
67,25,1991,,1997,general,DCA
67,25,1993,,1999,sector,RESEARCH
67,25,1998,,2004,general,DIC
67,25,2000,,2006,general,DCA
67,25,2002,,2008,general,DIC
67,25,2003,,2009,sector,TREX
67,25,2003,,2009,sector,TREX
67,25,2006,,2010,general,DCA
67,25,2010,,2010,general,DCA
67,116,2003,2004,2009,general,DCA
67,146,1995,,2001,general,DCA
67,146,1997,1997,2010,general,DIC
67,146,2002,,2007,general,DCA
67,147,1994,,2000,general,DCA
67,147,1995,1995,2010,general,DIC
67,147,1997,,2003,general,DIC
67,147,2006,,2010,general,DCA
67,57,2002,,2008,general,DCA
67,96,1999,,2005,general,DCA
67,96,2002,,2008,general,DCA
67,96,2007,,2010,general,DCA
67,187,1997,2003,2007,general,DCA
67,187,1999,2012,2010,general,DIC
67,7,1996,,2002,general,DCA
67,7,1998,,2004,general,DCA
67,7,1999,,2005,general,DIC
67,64,1997,,2003,general,DCA
67,64,1998,,2004,sector,TREX
67,60,2001,,2007,general,DCA
67,171,1999,,2010,general,DIC
67,186,1999,,2005,sector,TREX
67,182,1998,1998,2010,general,DCA
67,183,2003,,2009,sector,TREX
67,183,2010,,2010,sector,COMMISSION
67,84,1994,,2000,general,DIC
67,84,1999,,2005,general,DIC
67,188,2007,,2010,general,DCA
67,192,1998,,2004,general,DCA
67,35,2002,,2008,sector,COMMISSION
67,79,1998,,2004,general,DCA
67,8,1995,,2001,sector,COMMISSION
45,147,1996,1996,2010,general,DIC
45,7,2002,2006,2010,general,DIC
45,164,1999,1999,2010,general,DIC
25,116,1995,,2001,general,DCA
25,146,1994,,2000,general,DCA
25,146,1995,1996,2010,general,DCA
25,147,1992,,1998,general,DCA
25,147,1993,,1999,general,DIC
25,147,2002,2003,2010,general,DIC
25,57,2000,,2006,general,DCA
25,96,2001,,2007,general,DCA
25,102,2000,,2006,general,DCA
25,187,1992,1992,2002,general,DCA
25,187,1992,1992,1998,general,DIC
25,187,1994,1994,1999,general,DIC
25,187,2005,2005,2010,general,DCA
25,187,2008,2010,2010,general,DIC
25,15,1995,,2001,general,DCA
25,7,1996,,2002,general,DCA
25,64,1998,1999,2010,general,DCA
25,64,2007,,2010,sector,TREX
25,10,2002,,2008,general,DCA
25,60,2003,,2009,general,DCA
25,171,2006,2006,2010,general,DCA
25,132,1998,,2004,general,DCA
25,47,1998,,2004,general,DCA
25,109,2009,,2010,sector,TREX
25,164,1997,,2010,general,DCA
25,183,1992,1992,2010,sector,TREX
25,183,1993,,1999,general,DIC
25,183,1997,1997,2010,general,DCA
25,183,2008,,2010,sector,TREX
25,53,2008,,2010,general,DIC
25,88,2010,,2010,general,DCA
25,84,2000,,2006,general,DCA
25,89,1998,,2004,general,DCA
25,35,2003,,2009,general,DCA
25,35,2007,,2010,sector,COMMISSION
25,35,2008,,2010,sector,TREX
25,118,2006,,2010,general,DCA
25,79,1993,,1999,general,DCA
25,79,2000,,2006,general,DIC
25,28,1996,,2002,general,DCA
25,28,2010,,2010,sector,TREX
25,195,1996,1996,2010,general,DCA
25,195,2008,,2010,sector,TREX
116,146,1992,2001,2010,general,DCA
116,146,1997,,2003,sector,TREX
116,146,2000,2001,2010,sector,TREX
116,147,1994,1994,2010,general,DIC
116,147,1997,2001,2010,general,DCA
116,147,1997,2002,2010,general,DIC
116,96,2006,2006,2010,general,DCA
116,102,2006,,2010,general,DCA
116,187,1993,1993,2010,general,DCA
116,187,1995,,2001,general,DCA
116,187,1998,,2004,general,DIC
116,15,1993,1993,1999,general,DCA
116,15,1995,1995,2001,general,DIC
116,15,2004,2004,2010,sector,RESEARCH
116,183,1998,1999,2010,general,DCA
116,183,2000,2004,2010,general,DIC
116,183,2001,2002,2007,sector,TREX
116,35,2002,2002,2008,general,DCA
146,96,2001,,2007,general,DCA
146,102,1998,,2010,general,DCA
146,102,2010,,2010,general,DCA
146,187,1994,1994,2010,general,DCA
146,15,1996,,2002,general,DCA
146,7,1999,,2005,general,DCA
146,64,1998,2000,2010,general,DCA
146,64,1999,1999,2010,sector,TREX
146,10,1999,,2005,general,DCA
146,10,2006,2006,2010,general,DIC
146,171,2007,2009,2010,general,DCA
146,47,1998,,2004,sector,COMMISSION
146,155,2006,2011,2010,general,DCA
146,130,2010,2012,2010,general,DCA
146,164,2003,2004,2010,general,DCA
146,183,1992,2012,2010,sector,TREX
146,183,1992,1994,2010,general,DIC
146,183,2004,2004,2010,sector,RESEARCH
146,53,1983,,1989,sector,PROCUREMENT
146,53,2001,,2007,general,DIC
146,88,2004,2006,2010,general,DCA
146,84,2005,,2010,general,DCA
147,187,1993,1993,2010,sector,PROCUREMENT
147,187,1993,1993,2010,general,DIC
147,187,1994,1994,2010,general,DCA
147,187,1995,1995,2010,sector,PROCUREMENT
147,187,1995,2002,2010,general,DCA
147,15,1992,,2010,general,DCA
147,15,1993,1997,2010,general,DIC
147,15,1994,1994,2010,general,DIC
147,15,1995,,2001,sector,PROCUREMENT
147,15,1997,1999,2010,general,DCA
147,15,1999,,2005,general,DIC
147,15,2009,2011,2010,general,DIC
147,7,1992,1992,2010,general,DIC
147,7,1994,,2010,general,DIC
147,7,2003,2003,2010,sector,PROCUREMENT
147,7,2009,,2010,sector,PROCUREMENT
147,7,2010,,2010,sector,PROCUREMENT
147,64,1993,1993,2010,general,DIC
147,64,1996,,2002,sector,PROCUREMENT
147,64,2004,2004,2010,general,DCA
147,10,1993,1993,2010,general,DIC
147,10,2000,,2006,sector,TREX
147,10,2003,2003,2010,sector,PROCUREMENT
147,60,1994,,2000,general,DCA
147,132,1995,,2001,general,DCA
147,132,1997,,2003,sector,TREX
147,47,1994,1994,2010,general,DCA
147,31,2000,,2010,sector,PROCUREMENT
147,63,2002,,2010,sector,PROCUREMENT
147,109,2003,,2010,sector,PROCUREMENT
147,155,2007,2009,2010,sector,PROCUREMENT
147,18,2010,,2010,sector,PROCUREMENT
147,70,2001,,2010,sector,PROCUREMENT
147,26,2006,,2010,sector,PROCUREMENT
147,130,1984,,1990,sector,PROCUREMENT
147,130,2001,,2010,sector,PROCUREMENT
147,62,2002,2004,2010,sector,PROCUREMENT
147,33,2000,2008,2010,sector,PROCUREMENT
