node1,node2,signYear,EIFYear,endYearEstimated,type,category
147,38,2001,,2007,sector,PROCUREMENT
147,39,1999,,2010,sector,PROCUREMENT
147,39,2001,2007,2010,sector,PROCUREMENT
147,186,2003,,2010,sector,PROCUREMENT
147,176,1998,,2004,general,DCA
147,58,1995,,2001,sector,PROCUREMENT
147,58,2001,,2007,sector,PROCUREMENT
147,58,2002,2002,2005,sector,PROCUREMENT
147,56,1997,1997,2010,sector,PROCUREMENT
147,4,1993,,1998,sector,PROCUREMENT
147,4,1998,,2007,sector,PROCUREMENT
147,4,2006,2007,2010,sector,PROCUREMENT
147,198,1999,,2010,sector,PROCUREMENT
147,164,1995,1995,2010,general,DCA
147,164,1995,,2010,general,DIC
147,123,1996,1996,2010,sector,PROCUREMENT
147,2,1999,1999,2010,sector,PROCUREMENT
147,2,2000,,2006,general,DCA
147,100,1999,,2005,sector,PROCUREMENT
147,168,2008,,2010,sector,TREX
147,81,2001,,2007,sector,PROCUREMENT
147,183,1993,,1999,general,DIC
147,183,1994,1994,2010,general,DIC
147,183,2002,2006,2010,general,DCA
147,173,1994,,2000,sector,PROCUREMENT
147,97,2010,2012,2010,sector,PROCUREMENT
147,88,2001,2001,2010,general,DIC
147,84,1995,,2001,sector,PROCUREMENT
147,84,2010,,2010,general,DCA
147,154,2008,,2010,general,DIC
147,196,1998,1998,2010,sector,PROCUREMENT
147,93,1993,,1999,sector,TREX
147,144,1998,,2010,general,DCA
147,175,1993,1993,2010,general,DCA
147,175,1994,2001,2010,general,DIC
147,175,1996,,2002,general,DCA
147,94,1993,1993,2010,general,DCA
147,94,1994,1994,2010,general,DIC
147,94,1996,,2002,general,DCA
147,94,1999,2001,2010,sector,PROCUREMENT
147,192,1994,1994,2010,general,DIC
147,192,1994,1995,2010,general,DCA
147,192,1995,1995,2010,general,DCA
147,192,1995,1995,2010,general,DIC
147,192,1999,2001,2010,general,DCA
147,89,1993,1993,2010,general,DIC
147,89,1994,1994,2010,general,DIC
147,89,1994,1998,2010,general,DCA
147,89,1994,1994,2010,sector,PROCUREMENT
147,89,2009,2013,2010,general,DIC
147,35,1992,,1998,sector,PROCUREMENT
147,35,1992,,1998,sector,PROCUREMENT
147,35,1993,,1998,sector,TREX
147,35,1995,,2001,sector,RESEARCH
147,35,1995,,2001,sector,PROCUREMENT
147,35,1996,,2002,sector,PROCUREMENT
147,35,1996,,2002,sector,PROCUREMENT
147,35,1999,,2005,sector,RESEARCH
147,35,2000,,2006,general,DCA
147,35,2010,,2010,sector,PROCUREMENT
147,118,1993,,1999,sector,PROCUREMENT
147,118,1997,,2003,sector,PROCUREMENT
147,51,2001,,2007,general,DIC
147,145,1992,,1998,sector,TREX
147,145,1995,,2001,sector,RESEARCH
147,145,1997,1997,2010,general,DIC
147,87,1999,1999,2006,sector,TREX
147,87,2006,2006,2010,sector,TREX
147,79,1993,1993,2010,general,DIC
147,79,1994,1994,1999,sector,PROCUREMENT
147,79,1998,1998,2010,sector,PROCUREMENT
147,79,1999,,2005,sector,TREX
147,79,2009,2010,2010,general,DIC
147,13,1999,,2010,sector,PROCUREMENT
147,122,2001,,2007,sector,PROCUREMENT
147,167,2004,2004,2010,sector,PROCUREMENT
147,28,1995,1995,2010,sector,PROCUREMENT
147,95,2007,,2010,sector,PROCUREMENT
147,195,1998,,2004,sector,PROCUREMENT
147,107,1994,,2000,sector,RESEARCH
147,107,1999,,2005,general,DIC
147,80,1996,1996,2001,general,DIC
147,80,2003,2012,2010,general,DIC
147,80,2006,,2010,sector,PROCUREMENT
57,187,1994,1994,2010,general,DCA
57,187,2003,,2009,general,DCA
57,7,2005,,2010,general,DCA
57,64,2001,2004,2010,general,DCA
57,10,2007,,2010,general,DCA
57,60,1996,,2002,general,DCA
57,171,2010,,2010,sector,PROCUREMENT
57,132,1995,,2001,general,DCA
57,47,1994,1994,2010,general,DCA
57,183,1995,1996,2010,general,DIC
57,183,2002,2002,2010,general,DCA
96,187,1994,1994,2010,general,DCA
96,187,2010,2010,2010,general,DCA
96,15,2004,,2010,general,DCA
96,7,2005,,2010,general,DCA
96,64,2002,2008,2010,general,DCA
96,64,2008,,2010,sector,TREX
96,10,2005,2005,2010,general,DCA
96,60,2001,,2007,general,DIC
96,171,2002,2003,2007,general,DCA
96,132,1995,,2001,general,DCA
96,132,2007,,2010,general,DCA
96,47,1994,1994,2010,general,DCA
96,183,1997,1997,2010,general,DCA
96,183,1999,2000,2010,sector,TREX
96,183,2000,2001,2010,general,DIC
96,84,2005,2005,2010,general,DIC
96,35,2006,,2010,general,DCA
102,187,2000,2000,2010,general,DCA
102,187,2001,,2007,sector,TREX
102,15,2010,2010,2010,general,DCA
102,7,2002,,2010,general,DCA
102,7,2004,,2010,sector,TREX
102,64,2001,2004,2010,general,DCA
102,10,2002,,2008,general,DCA
102,10,2004,,2010,sector,TREX
102,60,2001,2001,2010,general,DCA
102,60,2005,,2010,general,DIC
102,132,1995,,2001,general,DCA
102,47,1994,1994,2010,general,DCA
102,183,1995,1996,2010,general,DCA
102,183,1999,1999,2010,sector,TREX
102,183,2004,2009,2010,general,DIC
102,94,2008,,2010,general,DCA
102,192,2002,,2008,general,DCA
102,89,2008,2008,2010,general,DCA
102,35,2006,,2010,general,DCA
102,145,2010,,2010,general,DCA
187,15,1992,1992,2010,general,DIC
187,15,1992,1992,2010,sector,TREX
187,15,1992,1992,2010,general,DCA
187,15,1994,1994,2010,sector,PROCUREMENT
187,15,2000,,2006,general,DIC
187,15,2001,2002,2010,general,DIC
187,15,2005,2006,2010,sector,RESEARCH
187,15,2006,2006,2010,sector,RESEARCH
187,7,2002,2003,2010,general,DCA
187,64,1995,1995,2010,general,DCA
187,64,1996,,2010,sector,TREX
187,64,1996,1997,2010,sector,PROCUREMENT
187,64,1997,1997,2003,sector,COMMISSION
187,64,2005,,2010,sector,PROCUREMENT
187,10,1997,1997,2010,general,DCA
187,10,1997,1997,2010,sector,PROCUREMENT
187,10,1997,1997,2010,sector,TREX
187,10,2000,,2006,general,DCA
187,10,2004,2005,2010,general,DIC
187,10,2008,,2010,sector,PROCUREMENT
187,60,2001,,2007,general,DCA
187,171,2001,2001,2010,general,DCA
187,132,1999,,2005,general,DCA
187,47,1996,1996,2002,general,DCA
187,47,2006,2006,2010,general,DCA
187,55,2004,2006,2010,sector,PROCUREMENT
187,55,2005,2005,2010,general,DCA
187,63,2002,2002,2010,general,DCA
187,70,2009,,2010,sector,PROCUREMENT
187,186,1995,1995,2010,general,DCA
187,164,1995,1997,2010,general,DIC
187,164,1995,1995,2010,general,DCA
187,2,2008,2008,2010,sector,PROCUREMENT
187,100,2009,2010,2010,sector,PROCUREMENT
187,183,1994,1994,2010,general,DCA
187,183,1997,1997,2003,sector,TREX
187,183,1998,2000,2008,general,DIC
187,183,2007,2008,2010,general,DIC
187,82,2004,,2010,sector,TREX
187,82,2005,,2010,sector,PROCUREMENT
187,84,1999,,2005,general,DIC
187,84,2005,2005,2010,general,DCA
187,184,1996,1996,2010,general,DCA
187,184,2005,,2010,general,DCA
187,175,2005,,2010,general,DCA
187,175,2008,,2010,sector,TREX
187,94,1997,1997,2007,general,DIC
187,192,1994,1994,2010,general,DCA
187,192,1994,1994,2010,sector,TREX
187,192,1994,1995,2010,general,DIC
187,192,1998,1998,2010,general,DIC
187,192,2000,2000,2010,sector,PROCUREMENT
187,89,1994,1994,2006,general,DIC
187,89,1995,1995,2010,sector,TREX
187,89,1997,1997,2007,general,DCA
187,89,2005,2006,2010,general,DIC
187,89,2010,,2010,general,DCA
187,35,1995,1995,2005,general,DCA
187,35,1995,1995,2005,general,DIC
187,35,2002,,2008,general,DIC
187,118,2003,2003,2010,general,DCA
187,145,2006,2006,2010,general,DCA
187,145,2006,2007,2010,general,DIC
187,79,1992,,1998,sector,PROCUREMENT
187,79,2009,,2010,general,DCA
187,134,2006,2009,2010,general,DIC
187,167,2010,2011,2010,sector,PROCUREMENT
187,107,2007,2008,2010,general,DCA
187,80,1996,1996,2010,general,DIC
15,7,1999,2000,2010,general,DCA
15,7,2001,,2007,general,DIC
15,7,2002,2003,2010,sector,PROCUREMENT
15,10,2004,2005,2010,general,DIC
15,10,2004,,2010,general,DCA
15,130,2010,,2010,general,DIC
15,164,2006,2006,2010,general,DIC
15,168,2006,,2010,sector,TREX
15,81,1995,,2001,sector,PROCUREMENT
15,81,1998,,2004,sector,PROCUREMENT
15,81,2007,,2010,general,DCA
15,183,1997,1997,2010,general,DCA
15,183,1998,,2004,general,DIC
15,183,2010,,2010,general,DIC
15,173,1998,1998,2010,general,DIC
15,173,2010,,2010,general,DCA
15,97,2004,,2010,general,DIC
15,88,2008,,2010,general,DIC
15,144,2008,2009,2010,general,DCA
15,188,2007,,2010,general,DIC
15,184,2010,2010,2010,general,DCA
15,175,1998,1998,2010,general,DCA
15,175,1998,1998,2010,general,DIC
15,94,2000,2001,2010,general,DCA
15,192,1994,1995,2010,general,DIC
15,89,1998,1999,2010,general,DCA
15,89,1998,1999,2010,general,DIC
15,35,1996,,2002,general,DCA
15,35,1996,,2002,general,DIC
15,35,2005,,2010,sector,TREX
15,35,2006,,2010,general,DCA
15,35,2010,2011,2010,general,DCA
15,79,1993,,1999,general,DCA
15,195,2009,,2010,sector,TREX
7,64,2001,,2007,general,DCA
7,81,2002,,2008,general,DCA
7,81,2007,,2010,general,DCA
7,173,2001,,2007,general,DCA
7,97,2001,,2010,general,DIC
7,94,2002,2004,2008,general,DIC
7,35,1997,,2003,general,DIC
7,79,2003,,2009,general,DCA
64,10,2002,2003,2008,general,DCA
64,183,1996,1996,2010,general,DIC
64,183,1997,1997,2010,sector,TREX
64,183,1998,,2004,general,DCA
64,183,2001,,2007,general,DIC
64,183,2002,,2008,sector,TREX
64,84,1999,,2005,general,DCA
64,192,1995,1995,2001,general,DCA
64,192,1996,,2002,general,DCA
64,192,1996,,2002,general,DIC
64,89,1997,1999,2010,general,DCA
64,89,1997,1999,2010,general,DIC
10,81,2005,,2010,general,DCA
10,183,2000,,2006,general,DIC
10,183,2010,,2010,sector,RESEARCH
10,88,2007,,2010,sector,COMMISSION
10,12,2008,,2010,general,DCA
10,175,2006,,2010,general,DCA
10,175,2010,,2010,sector,TREX
10,94,2004,2006,2010,general,DCA
10,94,2005,,2010,sector,TREX
10,192,2009,,2010,general,DIC
10,89,2004,2004,2010,general,DCA
10,89,2007,2008,2010,general,DIC
10,89,2009,2009,2010,sector,TREX
10,35,2000,,2006,general,DCA
10,134,2002,,2010,general,DCA
10,134,2005,,2010,sector,PROCUREMENT
10,134,2007,,2010,general,DIC
60,171,1995,,2001,general,DIC
60,188,2007,,2010,general,DIC
171,132,1983,,1990,sector,PROCUREMENT
171,164,2000,2000,2010,general,DCA
171,154,2005,2005,2010,general,DCA
171,145,2009,2009,2010,general,DCA
171,79,2009,2009,2010,general,DCA
171,177,1998,1998,2010,sector,PROCUREMENT
171,107,1994,1994,2010,general,DIC
171,8,1994,1994,2010,general,DIC
171,8,2005,2005,2010,general,DIC
132,78,2007,2007,2010,general,DCA
132,183,1993,1994,2010,general,DIC
132,145,2008,,2010,sector,PROCUREMENT
132,8,1990,1990,1996,general,DIC
31,4,2003,,2009,general,DCA
71,4,2010,,2010,general,DCA
71,164,2007,2007,2010,general,DCA
55,164,2004,2004,2010,sector,COMMISSION
63,183,1990,,1996,sector,TREX
63,183,1999,1999,2010,general,DCA
63,183,2009,2009,2010,general,DCA
63,134,1998,,2004,sector,TREX
109,164,2005,,2010,general,DCA
109,183,2000,2006,2010,sector,TREX
109,183,2000,2006,2010,general,DCA
155,164,2008,2008,2010,general,DCA
155,183,1998,1999,2010,general,DCA
155,183,1998,,2004,sector,TREX
18,62,2010,,2010,sector,TREX
18,164,2008,2008,2010,general,DCA
112,183,2002,2002,2010,sector,TREX
26,183,2001,2002,2010,general,DCA
26,183,2001,2002,2010,sector,TREX
99,130,2007,,2010,sector,TREX
99,148,2008,,2010,general,DCA
66,130,2004,,2010,sector,TREX
66,164,2000,2000,2010,sector,TREX
179,164,1997,1997,2010,general,DCA
29,32,2006,2006,2010,sector,COMMISSION
130,164,2001,2001,2010,general,DCA
130,88,2006,,2010,general,DCA
130,79,2007,,2010,general,DCA
130,134,2010,,2010,general,DCA
130,134,2010,,2010,general,DIC
62,164,2006,2006,2010,general,DCA
32,164,2007,2007,2010,general,DCA
33,100,1980,,1986,general,DCA
33,53,2009,,2010,general,DCA
38,164,2008,2008,2010,general,DCA
38,183,2005,2007,2010,general,DCA
38,35,2000,,2006,sector,TREX
39,198,2000,,2006,general,DCA
39,164,2004,2004,2010,general,DCA
39,84,1983,,1989,sector,PROCUREMENT
186,4,2005,,2010,sector,TREX
186,53,1988,,1994,sector,TREX
90,148,2000,,2006,sector,TREX
176,27,2008,,2010,sector,TREX
148,58,2010,,2010,general,DCA
148,198,1998,,2004,sector,TREX
148,164,2004,,2010,general,DCA
163,164,1985,,1991,general,DCA
163,183,2010,2011,2010,general,DCA
58,164,2009,2009,2010,general,DCA
58,183,2006,,2010,general,DCA
58,183,2010,,2010,general,DIC
58,183,2010,,2010,general,DCA
58,84,1989,,1995,sector,PROCUREMENT
4,121,2010,,2010,general,DCA
4,198,2006,,2010,general,DCA
4,164,2005,,2010,general,DCA
121,121,1982,,1988,sector,TREX
121,198,1988,,1994,general,DCA
121,164,2000,,2006,general,DCA
121,164,2007,2007,2010,sector,COMMISSION
121,100,2002,,2008,sector,TREX
121,81,1996,,2002,general,DCA
121,79,2006,,2010,sector,TREX
197,164,2002,2002,2010,general,DCA
198,164,1996,,2002,general,DCA
198,164,2005,2005,2010,sector,COMMISSION
198,53,1993,,1999,general,DCA
198,35,2006,,2008,sector,TREX
198,134,2007,,2009,sector,TREX
106,164,2008,2008,2010,general,DCA
164,123,1997,1997,2010,sector,COMMISSION
164,123,1997,1997,2010,general,DCA
164,98,2000,2000,2010,general,DCA
164,22,2000,2000,2010,sector,COMMISSION
164,2,1998,,2004,sector,PROCUREMENT
164,2,2000,,2006,general,DCA
164,182,2005,2005,2010,general,DCA
164,168,2007,2007,2010,general,DCA
164,81,2004,,2010,general,DCA
164,88,2000,,2010,general,DIC
164,154,2003,2003,2010,general,DCA
164,93,2002,2010,2010,general,DCA
164,144,2002,2002,2010,general,DCA
164,144,2008,2008,2010,sector,COMMISSION
164,188,1999,,2009,general,DCA
164,35,2001,2001,2010,general,DCA
164,79,1996,,2002,sector,PROCUREMENT
164,79,2000,2000,2010,general,DCA
164,79,2003,2003,2010,sector,PROCUREMENT
164,134,1998,,2008,general,DCA
164,195,2006,2006,2010,general,DCA
164,107,1996,1996,2010,general,DCA
164,159,1997,,2003,general,DCA
164,159,1998,,2004,sector,TREX
164,80,2008,2008,2010,general,DCA
157,188,2009,,2010,general,DCA
120,144,2010,,2010,sector,TREX
120,188,2006,,2010,sector,TREX
2,182,1983,1983,2010,general,DCA
2,182,2001,,2007,general,DCA
2,183,2003,,2009,general,DCA
2,183,2009,2009,2010,sector,TREX
2,195,2008,,2010,sector,TREX
182,183,1990,1990,2010,general,DCA
182,183,1999,,2005,general,DCA
182,53,2001,,2007,sector,TREX
100,168,1985,,1991,general,DCA
168,81,2008,,2010,general,DCA
168,173,1998,,2004,general,DCA
168,35,2007,,2010,general,DCA
168,134,2005,,2010,general,DCA
168,107,2004,,2010,general,DCA
81,82,2008,,2010,general,DCA
81,173,1997,,2003,general,DCA
81,173,2007,,2010,general,DCA
81,173,2009,,2010,sector,COMMISSION
81,97,2008,,2010,sector,PROCUREMENT
81,93,2002,,2008,general,DCA
81,144,2010,,2010,general,DCA
81,133,1998,,2004,sector,TREX
81,133,2010,,2010,general,DCA
81,175,1998,,2004,general,DCA
81,175,2005,,2010,general,DCA
81,175,2010,,2010,general,DCA
81,35,1990,,2000,sector,RESEARCH
81,51,1989,,1995,general,DCA
81,79,2001,,2007,general,DCA
81,79,2003,,2009,general,DCA
81,134,1989,,1995,general,DCA
81,134,2002,,2008,general,DCA
81,134,2003,,2009,general,DCA
183,82,2009,2011,2010,general,DCA
183,53,1991,,1997,general,DCA
183,53,2009,2011,2010,general,DCA
183,173,2002,,2008,general,DCA
183,173,2009,,2010,general,DIC
183,97,2009,2011,2010,sector,TREX
183,97,2010,2011,2010,general,DCA
183,88,1984,,1990,sector,TREX
183,88,1996,,2002,sector,TREX
183,84,1996,,2002,general,DCA
183,84,1996,,2002,sector,RESEARCH
183,154,2010,2011,2010,general,DCA
183,12,2007,2008,2010,general,DCA
183,144,2007,2008,2010,general,DCA
183,188,2002,,2008,sector,TREX
183,133,2001,2001,2010,sector,TREX
183,0,2003,2003,2010,general,DCA
183,0,2003,2003,2010,sector,TREX
183,184,1992,1996,2010,sector,TREX
183,94,2000,2002,2006,general,DCA
183,94,2008,,2010,general,DCA
183,89,1993,1997,2010,sector,TREX
183,89,1994,1998,2010,general,DCA
183,89,1996,1996,2010,sector,TREX
183,89,1996,1997,2010,general,DIC
183,118,2001,,2007,general,DIC
183,145,1999,1999,2010,general,DCA
183,145,1999,1999,2010,sector,TREX
183,145,2006,,2010,general,DIC
183,134,1987,,1993,general,DIC
183,134,1993,,1999,general,DIC
183,134,1995,,2001,general,DIC
183,134,2001,2001,2010,general,DCA
183,134,2004,2005,2010,general,DIC
183,13,1981,1981,2010,sector,TREX
183,13,1997,1997,2010,general,DIC
183,13,2002,2002,2010,general,DCA
183,108,2010,2011,2010,general,DCA
183,107,1984,,1990,sector,TREX
183,107,1999,,2005,general,DIC
183,159,1991,,1997,sector,TREX
183,80,2010,,2010,general,DIC
183,8,2006,2009,2010,general,DCA
82,53,2009,,2010,general,DCA
82,88,2010,,2010,sector,TREX
53,154,1993,,1999,sector,TREX
53,93,1987,,1993,sector,TREX
53,145,2009,,2010,general,DIC
53,79,2008,,2010,sector,TREX
53,134,2002,,2008,sector,COMMISSION
97,88,2010,,2010,general,DCA
88,196,2006,,2010,general,DCA
88,35,2009,,2010,general,DCA
88,145,2009,2009,2010,general,DCA
154,134,2006,,2010,general,DCA
93,35,1995,,2001,general,DCA
93,145,2004,,2010,sector,TREX
93,13,1980,1980,2010,general,DCA
93,13,2004,,2010,sector,TREX
144,118,2007,,2010,sector,TREX
144,79,2008,2008,2010,general,DCA
188,145,2006,2007,2010,general,DCA
188,79,2003,,2009,general,DCA
188,134,2006,,2010,general,DCA
188,8,2007,2008,2010,general,DCA
133,79,2002,,2008,sector,TREX
133,79,2005,,2010,general,DIC
184,192,1996,1997,2002,general,DIC
175,94,2004,2006,2010,general,DCA
175,89,1999,2000,2010,general,DIC
175,89,1999,2000,2010,general,DCA
175,35,1998,,2004,sector,TREX
175,79,2002,,2008,sector,TREX
175,134,2009,,2010,general,DCA
94,192,1996,1998,2010,general,DCA
94,192,2000,2006,2006,general,DCA
94,89,1995,1995,2010,general,DIC
94,89,1997,2000,2010,general,DCA
94,89,1998,1998,2010,sector,TREX
94,89,2001,,2007,general,DCA
94,89,2004,2004,2010,sector,TREX
94,35,2004,,2010,general,DCA
94,79,2003,,2009,sector,RESEARCH
192,35,2000,,2006,general,DCA
192,145,2008,,2010,sector,TREX
192,79,2005,,2010,general,DCA
89,118,2006,2007,2010,general,DCA
89,145,2006,2006,2010,sector,TREX
89,145,2010,2010,2010,general,DCA
89,79,2002,,2010,general,DIC
89,134,2005,,2010,general,DCA
35,174,1995,,2001,sector,PROCUREMENT
35,145,2000,,2006,sector,TREX
35,145,2002,,2008,sector,TREX
35,145,2007,,2010,sector,TREX
35,87,1998,,2004,sector,TREX
35,87,2007,,2010,sector,TREX
35,79,2006,,2010,sector,TREX
35,134,1989,,1995,general,DIC
35,134,1990,,1996,general,DIC
35,134,2002,,2008,general,DIC
35,134,2003,,2009,general,DCA
35,134,2006,2006,2010,general,DCA
35,134,2008,,2010,general,DCA
35,134,2010,,2010,general,DIC
35,13,2002,2002,2010,general,DCA
35,122,1997,,2003,sector,TREX
35,195,2007,,2010,general,DCA
35,107,1999,,2005,general,DCA
35,107,2005,,2010,general,DCA
35,159,1997,,2003,sector,TREX
35,159,2008,,2010,general,DCA
35,24,2003,,2009,sector,TREX
35,141,1996,,2002,sector,TREX
35,141,2004,2005,2010,sector,COMMISSION
35,141,2005,,2010,sector,COMMISSION
35,80,2005,,2010,sector,RESEARCH
35,80,2007,,2010,general,DCA
35,80,2008,,2010,general,DIC
118,145,1999,,2005,sector,TREX
118,79,2001,,2007,general,DCA
118,79,2005,,2010,sector,COMMISSION
145,87,1992,,1998,sector,TREX
145,87,1995,,2001,sector,COMMISSION
145,79,2010,,2010,sector,RESEARCH
145,79,2010,,2010,general,DCA
145,134,1996,,2002,sector,PROCUREMENT
145,13,2004,2004,2010,general,DIC
145,177,1996,,2002,general,DIC
145,177,1997,,2003,sector,PROCUREMENT
145,177,2008,,2010,general,DIC
145,195,1999,,2005,sector,COMMISSION
145,195,2000,,2006,sector,TREX
145,107,2009,,2010,general,DIC
145,159,2009,,2010,general,DCA
145,141,1994,1994,2010,general,DIC
145,80,1995,,2001,general,DIC
145,80,2006,,2010,sector,PROCUREMENT
87,79,1997,,2003,sector,COMMISSION
87,195,1997,,2003,sector,TREX
87,159,2009,2009,2010,sector,TREX
87,8,2003,2007,2008,sector,TREX
87,8,2008,2008,2010,sector,TREX
79,79,2006,,2010,sector,PROCUREMENT
79,167,2004,,2010,general,DCA
79,28,2007,2007,2010,general,DCA
79,195,1994,,2000,general,DCA
79,195,2000,,2006,general,DCA
79,195,2007,,2010,general,DCA
79,107,1993,,1999,general,DCA
79,107,2008,,2010,general,DIC
79,159,2003,,2009,general,DCA
79,159,2005,,2010,sector,TREX
79,159,2007,,2010,sector,TREX
79,159,2008,2008,2010,sector,TREX
79,141,2006,,2010,general,DCA
79,80,2001,2006,2010,general,DCA
134,107,1997,,2003,general,DCA
134,107,2001,,2007,sector,PROCUREMENT
134,107,2005,,2010,general,DIC
134,24,2004,,2010,sector,TREX
134,80,2010,,2010,general,DCA
134,8,2010,,2010,general,DCA
177,95,1989,,1995,general,DCA
177,159,2004,,2010,sector,TREX
177,159,2004,,2010,sector,TREX
177,141,1997,1997,2010,general,DCA
95,195,1994,,2000,general,DCA
95,195,2005,,2010,general,DCA
95,195,2008,,2010,general,DCA
195,107,2008,,2010,general,DCA
195,159,2007,,2010,sector,TREX
195,159,2009,,2010,general,DCA
195,24,2005,,2010,general,DCA
195,141,2002,,2008,general,DCA
195,141,2010,,2010,sector,COMMISSION
195,80,2010,,2010,general,DCA
107,159,1995,,2001,general,DIC
107,24,1992,,1998,general,DCA
107,141,1994,1994,2010,general,DCA
107,80,1992,,1998,general,DCA
107,80,2006,,2010,general,DCA
107,127,1996,,2002,general,DCA
159,24,1981,,1987,general,DCA
159,141,1994,,2000,sector,TREX
159,80,1989,,1995,sector,TREX
159,80,2007,,2010,general,DCA
159,8,1988,,1994,sector,TREX
159,8,1993,1993,2003,sector,RESEARCH
159,8,1996,,2002,sector,TREX
159,8,2008,,2010,general,DCA
159,127,2009,,2010,general,DCA
24,141,2001,2002,2010,general,DCA
24,80,1999,,2005,sector,TREX
24,80,2003,2010,2010,general,DCA
24,8,1999,,2005,general,DCA
141,80,1997,2010,2010,general,DCA
141,8,1995,1995,2010,general,DCA
141,8,2007,,2010,general,DCA
80,178,2009,,2010,sector,TREX
80,8,1995,1996,1998,general,DCA
80,8,2006,2008,2010,general,DCA
80,8,2008,,2010,general,DIC
80,138,1995,,2001,general,DCA
80,138,2010,,2010,general,DCA
